date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2019-08-09,35.53,36.49,36.36,35.51,8213.33,0.86,2.42,34.546,34.512,34.628,6128.64,5099.63,4421.93,2.67
2019-08-12,36.07,36.6,36.1,35.61,6452.83,-0.26,-0.71,35.258,34.632,34.705,6460.81,5482.66,4481.92,2.09
2019-08-13,37.25,37.27,34.25,33.63,18772.57,-1.85,-5.12,35.446,34.517,34.69,8873.72,6914.92,5309.8,6.09
2019-08-14,34.75,34.75,32.92,32.8,17721.09,-1.33,-3.88,35.026,34.349,34.556,10938.83,8146.09,5967.48,5.75
2019-08-15,32.3,33.23,32.39,31.81,9730.03,-0.53,-1.61,34.404,34.191,34.432,12177.97,8797.59,6213.13,3.16
2019-08-16,32.6,33.18,33.13,32.2,8868.0,0.74,2.29,33.758,34.152,34.331,12308.9,9218.77,6509.71,2.88
2019-08-19,33.28,33.45,33.18,32.42,10803.36,0.05,0.15,33.174,34.216,34.245,13179.01,9819.91,6794.92,3.51
2019-08-20,33.19,33.3,32.83,32.68,7297.45,-0.35,-1.05,32.89,34.168,34.196,10883.99,9878.85,6951.83,2.37
2019-08-21,32.61,33.0,32.93,32.04,9991.0,0.1,0.3,32.892,33.959,34.113,9337.97,10138.4,7255.94,3.24
2019-08-22,33.0,33.65,33.44,32.77,8895.48,0.51,1.55,33.102,33.753,34.048,9171.06,10674.51,7566.22,2.89
2019-08-23,33.24,33.41,32.77,32.56,6297.0,-0.67,-2.0,33.03,33.394,33.953,8656.86,10482.88,7791.25,2.04
2019-08-26,32.44,32.72,32.35,32.22,5403.02,-0.42,-1.28,32.864,33.019,33.826,7576.79,10377.9,7930.28,1.75
2019-08-27,32.48,34.15,33.59,32.35,11546.0,1.24,3.83,33.016,32.953,33.735,8426.5,9655.24,8285.08,3.75
2019-08-28,33.7,34.02,33.73,33.2,8112.32,0.14,0.42,33.176,33.034,33.692,8050.76,8694.37,8420.23,2.63
2019-08-29,34.18,34.7,34.64,33.76,8338.0,0.91,2.7,33.416,33.259,33.725,7939.27,8555.16,8676.38,2.71
2019-08-30,34.65,34.8,33.66,33.5,7606.0,-0.98,-2.83,33.594,33.312,33.732,8201.07,8428.96,8823.87,2.47
2019-09-02,33.6,34.85,34.61,33.6,7661.0,0.95,2.82,34.046,33.455,33.836,8652.66,8114.73,8967.32,2.49
2019-09-03,34.79,35.1,34.96,34.33,5016.0,0.35,1.01,34.32,33.668,33.918,7346.66,7886.58,8882.72,1.63
2019-09-04,34.88,36.24,36.06,34.88,12585.4,1.1,3.15,34.786,33.981,33.97,8241.28,8146.02,9142.21,4.08
2019-09-05,36.0,38.88,37.2,35.92,13941.08,1.14,3.16,35.298,34.357,34.055,9361.9,8650.58,9662.55,4.52
2019-09-06,37.52,37.52,36.15,36.0,9276.0,-1.05,-2.82,35.796,34.695,34.045,9695.9,8948.48,9715.68,3.01
2019-09-09,36.3,36.92,36.53,36.2,7676.0,0.38,1.05,36.18,35.113,34.066,9698.9,9175.78,9776.84,2.49
2019-09-10,36.78,38.13,37.81,35.82,9897.0,1.28,3.5,36.75,35.535,34.244,10675.1,9010.88,9333.06,3.21
2019-09-11,37.76,37.76,36.92,36.42,8176.69,-0.89,-2.35,36.922,35.854,34.444,9793.35,9017.32,8855.84,2.65
2019-09-12,36.94,37.98,37.66,36.62,5229.96,0.74,2.0,37.014,36.156,34.708,8051.13,8706.51,8630.84,1.7
2019-09-16,37.97,37.97,37.33,37.24,3793.0,-0.33,-0.88,37.25,36.523,34.918,6954.53,8325.21,8377.09,1.23
2019-09-17,37.4,37.66,36.67,36.6,3553.0,-0.66,-1.77,37.278,36.729,35.092,6129.93,7914.41,8014.57,1.15
2019-09-18,36.65,37.84,37.67,36.65,6578.51,1.0,2.73,37.25,37.0,35.334,5466.23,8070.66,7978.62,2.13
2019-09-19,37.66,38.31,38.24,37.23,4266.21,0.57,1.51,37.514,37.218,35.6,4684.14,7238.75,7692.38,1.38
2019-09-20,38.38,38.5,37.83,37.52,3733.63,-0.41,-1.07,37.548,37.281,35.819,4384.87,6218.0,7434.29,1.21
2019-09-23,37.71,38.09,37.15,36.28,7807.91,-0.68,-1.8,37.512,37.381,36.038,5187.85,6071.19,7509.84,2.53
2019-09-24,36.99,37.8,36.79,36.78,6401.57,-0.36,-0.97,37.536,37.407,36.26,5757.57,5943.75,7559.76,2.08
2019-09-25,36.79,37.39,36.98,36.6,3727.57,0.19,0.52,37.398,37.324,36.43,5187.38,5326.81,7168.84,1.21
2019-09-26,37.2,37.2,36.39,36.09,4314.0,-0.59,-1.59,37.028,37.271,36.563,5196.94,4940.54,6978.93,1.4
2019-09-27,36.12,37.23,36.81,36.12,2807.2,0.42,1.15,36.824,37.186,36.671,5011.65,4698.26,6702.39,0.91
2019-09-30,36.52,37.01,35.57,35.3,9189.0,-1.24,-3.37,36.508,37.01,36.767,5287.87,5237.86,6781.54,2.98
2019-10-08,35.88,37.72,36.95,35.57,9391.52,1.38,3.88,36.54,37.038,36.884,5885.86,5821.71,6868.06,3.05
2019-10-09,37.03,37.31,37.08,35.87,6645.32,0.13,0.35,36.56,36.979,36.99,6469.41,5828.39,6949.53,2.16
2019-10-10,36.82,38.66,38.48,36.7,10732.85,1.4,3.78,36.978,37.003,37.111,7753.18,6475.06,6856.9,3.48
2019-10-11,38.4,39.78,38.35,37.78,9699.69,-0.13,-0.34,37.286,37.055,37.168,9131.68,7071.66,6644.83,3.15
2019-10-14,38.54,39.93,39.5,38.54,8061.0,1.15,3.0,38.072,37.29,37.336,8906.08,7096.97,6584.08,2.62
2019-10-15,39.0,40.16,39.39,39.0,4729.26,-0.11,-0.28,38.56,37.55,37.479,7973.62,6929.74,6436.74,1.53
2019-10-16,39.85,41.3,40.04,39.4,9734.67,0.65,1.65,39.152,37.856,37.59,8591.49,7530.45,6428.63,3.16
2019-10-17,40.38,40.38,39.83,39.0,5081.24,-0.21,-0.52,39.422,38.2,37.736,7461.17,7607.18,6273.86,1.65
2019-10-18,40.37,40.77,39.15,36.75,11172.0,-0.68,-1.71,39.582,38.434,37.81,7755.63,8443.66,6570.96,3.63
2019-10-21,39.49,40.2,38.98,38.23,7807.0,-0.17,-0.43,39.478,38.775,37.893,7704.83,8305.46,6771.66,2.53
2019-10-22,38.98,40.17,39.72,38.98,5429.0,0.74,1.9,39.544,39.052,38.045,7844.78,7909.2,6865.46,1.76
2019-10-23,39.7,40.9,40.8,39.4,6508.46,1.08,2.72,39.696,39.424,38.202,7199.54,7895.52,6861.96,2.11
2019-10-24,40.97,40.97,39.57,38.3,11254.0,-1.23,-3.02,39.644,39.533,38.268,8434.09,7947.63,7211.34,3.65
2019-10-25,39.66,40.26,39.59,39.29,5252.49,0.02,0.05,39.732,39.657,38.356,7250.19,7502.91,7287.29,1.7
2019-10-28,39.7,41.95,41.41,39.44,10888.1,1.82,4.6,40.218,39.848,38.569,7866.41,7785.62,7441.3,3.53
2019-10-29,43.5,45.55,45.55,43.48,9915.7,4.14,10.0,41.384,40.464,39.007,8763.75,8304.27,7617.0,3.22
2019-10-30,48.0,50.11,46.27,45.65,46741.01,0.72,1.58,42.478,41.087,39.472,16810.26,12004.9,9767.68,15.17
2019-10-31,46.51,47.28,46.06,43.97,26574.82,-0.21,-0.45,43.776,41.71,39.955,19874.42,14154.26,10880.72,8.62
2019-11-01,45.55,47.81,47.3,45.25,20600.67,1.24,2.69,45.318,42.525,40.48,22944.06,15097.13,11770.39,6.69
2019-11-04,48.1,52.03,51.5,48.1,41924.88,4.2,8.88,47.336,43.777,41.276,29151.42,18508.91,13407.18,13.6
2019-11-05,50.35,53.85,53.0,50.34,36438.06,1.5,2.91,48.826,45.105,42.079,34455.89,21609.82,14759.51,11.82
2019-11-06,53.2,56.7,56.32,51.72,25162.11,3.32,6.26,50.836,46.657,43.041,30140.11,23475.18,15685.35,8.17
2019-11-07,57.0,57.5,56.5,54.14,39647.56,0.18,0.32,52.924,48.35,43.942,32754.66,26314.54,17131.09,12.87
2019-11-08,55.88,56.7,55.88,55.0,18980.64,-0.62,-1.1,54.64,49.979,44.818,32430.65,27687.36,17595.13,6.16
2019-11-11,54.82,55.87,53.2,52.15,19011.33,-2.68,-4.8,54.98,51.158,45.503,27847.94,28499.68,18142.65,6.17
2019-11-12,53.3,54.82,54.67,52.11,18731.3,1.47,2.76,55.314,52.07,46.267,24306.59,29381.24,18842.75,6.08
2019-11-13,54.0,56.31,55.88,54.0,17212.84,1.21,2.21,55.226,53.031,47.059,22716.73,26428.42,19216.66,5.59
2019-11-14,56.45,58.85,57.33,56.07,19454.88,1.45,2.6,55.392,54.158,47.934,18678.2,25716.43,19935.34,6.31
2019-11-15,57.88,57.9,53.24,52.58,33472.01,-4.09,-7.13,54.864,54.752,48.639,21576.47,27003.56,21050.34,10.86
2019-11-18,53.17,54.65,54.42,52.59,17234.62,1.18,2.22,55.108,55.044,49.411,21221.13,24534.54,21521.72,5.59
2019-11-19,54.38,55.96,55.73,53.51,11553.43,1.31,2.41,55.32,55.317,50.211,19785.56,22046.07,21827.95,3.75
2019-11-20,55.74,56.17,53.53,53.17,14696.0,-2.2,-3.95,54.85,55.038,50.848,19282.19,20999.46,22237.32,4.77
2019-11-21,53.93,54.19,53.8,53.24,8518.0,0.27,0.5,54.144,54.768,51.559,17094.81,17886.51,22100.52,2.76
2019-11-22,53.5,54.14,52.75,51.88,14956.64,-1.05,-1.95,54.046,54.455,52.217,13391.74,17484.11,22585.73,4.85
2019-11-25,53.95,53.95,50.84,49.24,15403.32,-1.91,-3.62,53.33,54.219,52.689,13025.48,17123.3,22811.49,5.0
2019-11-26,51.09,53.8,51.09,50.6,18604.0,0.25,0.49,52.402,53.861,52.966,14435.59,17110.57,23245.91,6.04
2019-11-27,51.5,51.7,51.0,50.44,11437.0,-0.09,-0.18,51.896,53.373,53.202,13783.79,16532.99,21480.71,3.71
2019-11-28,51.0,52.5,51.35,50.4,10599.2,0.35,0.69,51.406,52.775,53.467,14200.03,15647.42,20681.92,3.44
2019-11-29,51.3,52.57,50.82,50.02,13887.93,-0.53,-1.03,51.02,52.533,53.643,13986.29,13689.01,20346.29,4.51
2019-12-02,50.95,52.35,51.55,50.5,12079.97,0.73,1.44,51.162,52.246,53.645,13321.62,13173.55,18854.04,3.92
2019-12-03,51.6,51.6,51.46,49.9,9492.0,-0.09,-0.17,51.236,51.819,53.568,11499.22,12967.41,17506.74,3.08
2019-12-04,51.3,52.5,51.2,50.66,10548.51,-0.26,-0.51,51.276,51.586,53.312,11321.52,12552.66,16776.06,3.42
2019-12-05,51.3,52.68,51.94,51.0,11519.0,0.74,1.45,51.394,51.4,53.084,11505.48,12852.76,15369.63,3.74
2019-12-06,51.7,52.38,51.76,51.45,8638.13,-0.18,-0.35,51.582,51.301,52.878,10455.52,12220.91,14852.51,2.8
2019-12-09,52.2,56.56,54.72,51.82,21985.26,2.96,5.72,52.216,51.689,52.954,12436.58,12879.1,15001.2,7.13
2019-12-10,54.68,54.68,52.31,51.8,26196.4,-2.41,-4.4,52.386,51.811,52.836,15777.46,13638.34,15374.46,8.5
2019-12-11,52.51,52.51,50.36,50.27,14785.99,-1.95,-3.73,52.218,51.747,52.56,16624.96,13973.24,15253.11,4.8
2019-12-12,50.6,51.78,50.22,49.2,12626.41,-0.14,-0.28,51.874,51.634,52.205,16846.44,14175.96,14911.69,4.1
2019-12-13,50.61,51.15,50.42,50.21,8577.95,0.2,0.4,51.606,51.594,52.064,16834.4,13644.96,13666.99,2.78
2019-12-16,50.75,51.77,51.15,50.12,14575.29,0.73,1.45,50.892,51.554,51.9,15352.41,13894.49,13534.02,4.73
2019-12-17,51.15,52.58,52.35,50.5,15222.0,1.2,2.35,50.9,51.643,51.731,13157.53,14467.49,13717.45,4.94
2019-12-18,52.39,53.34,51.03,50.91,14672.24,-1.32,-2.52,51.034,51.626,51.606,13134.78,14879.87,13716.26,4.76
2019-12-19,51.2,51.69,50.03,49.7,10981.86,-1.0,-1.96,50.996,51.435,51.418,12805.87,14826.15,13839.46,3.56
2019-12-20,50.48,51.5,50.33,50.32,7972.8,0.3,0.6,50.978,51.292,51.297,12684.84,14759.62,13490.26,2.59
2019-12-23,50.04,50.75,50.3,48.53,10421.48,-0.03,-0.06,50.808,50.85,51.27,11854.08,13603.24,13241.17,3.38
2019-12-24,50.3,50.49,50.26,49.31,7622.04,-0.04,-0.08,50.39,50.645,51.228,10334.08,11745.81,12692.07,2.47
2019-12-25,50.35,50.58,48.9,48.65,13147.2,-1.36,-2.71,49.964,50.499,51.123,10029.08,11581.93,12777.58,4.27
2019-12-26,49.06,51.09,50.73,48.39,14879.63,1.83,3.74,50.104,50.55,51.092,10808.63,11807.25,12991.6,4.83
2019-12-27,50.66,52.92,52.4,50.5,19992.52,1.67,3.29,50.518,50.748,51.171,13212.57,12948.71,13296.83,6.49
2019-12-30,52.28,53.7,52.21,51.08,17563.06,-0.19,-0.36,50.9,50.854,51.204,14640.89,13247.48,13570.99,5.7
2019-12-31,52.26,52.58,50.96,50.34,12398.01,-1.25,-2.39,51.04,50.715,51.179,15596.08,12965.08,13716.29,4.02
2020-01-02,51.39,56.06,56.06,51.39,34104.42,5.1,10.01,52.472,51.218,51.422,19787.53,14908.3,14894.08,11.07
2020-01-03,56.06,56.8,55.76,55.13,22294.0,-0.3,-0.54,53.478,51.791,51.613,21270.4,16039.52,15432.83,7.23
2020-01-06,56.0,56.65,55.96,54.52,19691.0,0.2,0.36,54.19,52.354,51.823,21210.1,17211.34,15985.48,6.39
2020-01-07,56.3,59.0,57.63,55.26,19422.62,1.67,2.98,55.274,53.087,51.969,21582.01,18111.45,15857.35,6.3
2020-01-08,57.53,58.6,57.75,56.7,12881.61,0.12,0.21,56.632,53.836,52.241,21678.73,18637.41,15191.61,4.18
2020-01-09,57.74,61.55,59.72,57.02,14757.41,1.97,3.41,57.364,54.918,52.709,17809.33,18798.43,15190.18,4.79
2020-01-10,59.81,62.5,60.55,59.23,15645.14,0.83,1.39,58.322,55.9,53.225,16479.56,18874.98,15341.11,5.08
2020-01-13,59.97,61.36,60.56,58.39,11104.1,0.01,0.02,59.242,56.716,53.732,14762.18,17986.14,15467.42,3.6
2020-01-14,59.61,61.6,60.47,58.83,13958.0,-0.09,-0.15,59.81,57.542,54.198,13669.25,17625.63,15436.56,4.53
2020-01-15,60.88,60.88,59.41,59.2,9386.04,-1.06,-1.75,60.142,58.387,54.551,12970.14,17324.43,15144.76,3.05
2020-01-16,60.18,62.15,60.22,59.83,14635.06,0.81,1.36,60.242,58.803,55.011,12945.67,15377.5,15142.9,4.75
2020-01-17,60.29,63.85,62.48,59.3,12623.63,2.26,3.75,60.628,59.475,55.633,12341.37,14410.46,15224.99,4.1
2020-01-20,63.66,64.62,62.8,60.11,18990.32,0.32,0.51,61.076,60.159,56.257,13918.61,14340.39,15775.86,6.16
2020-01-21,63.9,69.08,69.08,63.7,26310.45,6.28,10.0,62.798,61.304,57.196,16389.1,15029.18,16570.31,8.54
2020-01-22,69.0,75.48,74.47,66.17,21074.61,5.39,7.8,65.81,62.976,58.406,18726.81,15848.48,17242.94,6.84
2020-01-23,72.25,73.86,67.07,67.02,16749.19,-7.4,-9.94,67.18,63.711,59.315,19149.64,16047.65,17423.04,5.44
2020-02-03,60.36,60.36,60.36,60.36,1962.0,-6.71,-10.0,66.756,63.692,59.796,17017.31,14679.34,16777.16,0.64
2020-02-04,54.55,63.49,62.19,54.55,20281.54,1.83,3.03,66.634,63.855,60.286,17275.56,15597.08,16791.61,6.58
2020-02-05,62.12,64.95,60.78,59.0,13500.17,-1.41,-2.27,64.974,63.886,60.714,14713.5,15551.3,16588.47,4.38
2020-02-06,60.8,65.0,64.95,60.36,14025.39,4.17,6.86,63.07,64.44,61.414,13303.66,16015.24,16669.84,4.55
2020-02-07,64.16,65.94,64.98,62.36,11675.87,0.03,0.05,62.652,64.916,61.86,12288.99,15719.32,15548.41,3.79
2020-02-10,64.0,68.9,68.28,63.1,8550.03,3.3,5.08,64.236,65.496,62.486,13606.6,15311.96,14861.21,1.06
2020-02-11,68.28,74.83,72.1,67.6,11033.67,3.82,5.59,66.218,66.426,63.293,11757.03,14516.29,14428.34,1.37
2020-02-12,72.1,74.2,72.7,71.54,8435.56,0.6,0.83,68.602,66.788,64.046,10744.1,12728.8,13878.99,1.04
2020-02-13,74.8,74.99,72.53,71.08,5608.44,-0.17,-0.23,70.118,66.594,64.785,9060.71,11182.19,13515.33,0.69
2020-02-14,70.71,72.68,71.03,69.6,7933.73,-1.5,-2.07,71.328,66.99,65.351,8312.29,10300.64,13174.15,0.98
2020-02-17,71.5,78.0,77.4,71.02,12214.43,6.37,8.97,73.152,68.694,66.193,9045.17,11325.88,13002.61,1.51
2020-02-18,77.3,84.5,84.49,77.0,13252.78,7.09,9.16,75.63,70.924,67.39,9488.99,10623.01,13110.05,1.64
2020-02-19,83.6,85.8,82.5,81.0,17818.86,-1.99,-2.35,77.59,73.096,68.491,11365.65,11054.88,13303.09,2.2
2020-02-20,82.3,83.9,82.92,81.18,8953.47,0.42,0.51,79.668,74.893,69.667,12034.65,10547.68,13281.46,1.11
2020-02-21,82.75,84.8,82.86,80.5,9184.16,-0.06,-0.07,82.034,76.681,70.799,12284.74,10298.51,13008.92,1.14
2020-02-24,82.7,88.6,84.99,81.31,10837.2,2.13,2.57,83.552,78.352,71.924,12009.29,10527.23,12919.59,1.34
2020-02-25,82.97,85.0,83.65,79.2,11019.57,-1.34,-1.58,83.384,79.507,72.967,11562.65,10525.82,12521.06,1.36
2020-02-26,80.48,83.78,80.9,79.0,10809.7,-2.75,-3.29,83.064,80.327,73.558,10160.82,10763.23,11746.02,1.34
2020-02-27,80.19,85.89,83.0,79.88,12046.92,2.1,2.6,83.08,81.374,73.984,10779.51,11407.08,11294.63,1.49
2020-02-28,81.14,84.3,80.26,78.5,9489.74,-2.74,-3.3,82.56,82.297,74.644,10840.63,11562.68,10931.66,1.17
2020-03-02,80.06,88.29,88.29,80.06,14275.93,8.03,10.01,83.22,83.386,76.04,11528.37,11768.83,11547.36,1.77
2020-03-03,91.0,91.0,85.87,84.18,13586.0,-2.42,-2.74,83.664,83.524,77.224,12041.66,11802.16,11212.58,1.68
2020-03-04,83.88,91.0,88.5,83.88,13740.53,2.63,3.06,85.184,84.124,78.61,12627.82,11394.32,11224.6,1.7
2020-03-05,88.59,93.8,93.62,87.5,11501.17,5.12,5.79,87.308,85.194,80.044,12518.67,11649.09,11098.39,1.42
2020-03-06,91.08,93.5,93.3,90.3,9701.14,-0.32,-0.34,89.916,86.238,81.46,12560.95,11700.79,10999.65,1.2
2020-03-09,91.09,92.5,88.81,84.88,10233.72,-4.49,-4.81,90.02,86.62,82.486,11752.51,11640.44,11083.84,1.27
2020-03-10,87.01,90.58,88.66,87.01,10276.44,-0.15,-0.17,90.578,87.121,83.314,11090.6,11566.13,11045.97,1.27
2020-03-11,90.89,94.86,91.5,88.14,9482.0,2.84,3.2,91.178,88.181,84.254,10238.89,11433.36,11098.3,1.17
2020-03-12,90.75,90.75,87.95,83.05,16585.0,-3.55,-3.88,90.044,88.676,85.025,11255.66,11887.17,11647.12,2.05
2020-03-13,81.5,88.5,86.88,81.2,16446.18,-1.07,-1.22,88.76,89.338,85.818,12604.67,12582.81,12072.75,2.04
2020-03-16,86.0,87.0,78.28,78.22,14138.0,-8.6,-9.9,86.654,88.337,85.862,13385.52,12569.02,12168.93,1.75
2020-03-17,81.0,81.0,77.84,74.11,13570.24,-0.44,-0.56,84.49,87.534,85.529,14044.28,12567.44,12184.8,1.68
2020-03-18,78.88,83.36,80.22,77.82,11037.0,2.38,3.06,82.234,86.706,85.415,14355.28,12297.09,11845.71,1.37
2020-03-19,80.22,80.51,76.98,72.33,16587.76,-3.24,-4.04,80.04,85.042,85.118,14355.84,12805.75,12227.42,2.05
2020-03-20,79.39,82.57,82.38,77.5,10876.0,5.4,7.01,79.14,83.95,85.094,13241.8,12923.23,12312.01,1.35
2020-03-23,79.79,79.79,74.14,74.14,14367.5,-8.24,-10.0,78.312,82.483,84.552,13287.7,13336.61,12488.53,1.78
2020-03-24,75.32,78.49,74.36,70.0,19143.0,0.22,0.3,77.616,81.053,84.087,14402.25,14223.27,12894.7,2.37
2020-03-25,76.54,77.17,75.46,73.6,13974.0,1.1,1.48,76.664,79.449,83.815,14989.65,14672.47,13052.91,1.73
2020-03-26,75.46,75.74,73.06,72.1,12210.0,-2.4,-3.18,75.88,77.96,83.318,14114.1,14234.97,13061.07,1.51
2020-03-27,74.37,78.31,76.4,73.18,13094.22,3.34,4.57,74.684,76.912,83.125,14557.74,13899.77,13241.29,1.62
2020-03-30,74.5,78.3,76.84,71.99,12084.0,0.44,0.58,75.224,76.768,82.553,14101.04,13694.37,13131.7,1.5
2020-03-31,78.0,80.5,78.92,76.8,11805.07,2.08,2.71,76.136,76.876,82.205,12633.46,13517.86,13042.65,1.46
2020-04-01,78.93,81.7,81.16,77.48,7955.72,2.24,2.84,77.276,76.97,81.838,11429.8,13209.73,12753.41,0.98
2020-04-02,79.88,80.89,80.86,77.7,7967.6,-0.3,-0.37,78.836,77.358,81.2,10581.32,12347.71,12576.73,0.99
2020-04-03,80.86,80.86,79.0,77.27,9742.44,-1.86,-2.3,79.356,77.02,80.485,9910.97,12234.36,12578.79,1.21
2020-04-07,79.79,85.66,84.7,79.79,7838.63,5.7,7.21,80.928,78.076,80.28,9061.89,11581.47,12459.04,0.97
2020-04-08,85.37,86.19,84.89,82.58,6247.76,0.19,0.22,82.122,79.129,80.091,7950.43,10291.94,12257.61,0.77
2020-04-09,86.0,90.98,89.5,84.28,7514.71,4.61,5.43,83.79,80.533,79.991,7862.23,9646.02,12159.24,0.93
2020-04-10,88.74,91.99,89.58,87.51,5265.71,0.08,0.09,85.534,82.185,80.073,7321.85,8951.59,11593.28,0.65
2020-04-13,89.0,91.86,91.0,86.41,9213.62,1.42,1.58,87.934,83.645,80.279,7216.09,8563.53,11231.65,1.14
2020-04-14,91.45,92.82,92.52,90.03,4504.42,1.52,1.67,89.498,85.213,80.991,6549.24,7805.57,10749.97,0.56
2020-04-15,92.94,92.98,91.94,90.58,5983.0,-0.58,-0.63,90.908,86.515,81.696,6496.29,7223.36,10370.61,0.74
2020-04-16,91.55,92.39,88.03,87.12,10068.31,-3.91,-4.25,90.614,87.202,82.086,7007.01,7434.62,10322.17,1.25
2020-04-17,87.44,87.77,87.33,85.11,8464.0,-0.7,-0.8,90.164,87.849,82.604,7646.67,7484.26,9915.99,1.05
2020-04-20,86.65,96.06,96.06,84.58,15692.37,8.73,10.0,91.176,89.555,83.288,8942.42,8079.25,10156.8,1.94
2020-04-21,95.9,102.18,102.0,95.42,11700.02,5.94,6.18,93.072,91.285,84.681,10381.54,8465.39,10023.43,1.45
2020-04-22,101.42,105.88,104.45,100.5,10747.62,2.45,2.4,95.574,93.241,86.185,11334.46,8915.38,9603.66,1.33
2020-04-23,103.93,108.88,103.93,102.38,10033.0,-0.52,-0.5,98.754,94.684,87.609,11327.4,9167.21,9406.61,1.24
2020-04-24,105.28,108.33,102.6,101.02,10719.0,-1.33,-1.28,101.808,95.986,89.086,11778.4,9712.54,9332.06,1.33
2020-04-27,103.99,107.55,104.9,101.5,7113.0,2.3,2.24,103.576,97.376,90.511,10062.53,9502.47,9033.0,0.88
2020-04-28,110.1,115.39,108.98,107.52,19179.91,4.08,3.89,104.972,99.022,92.118,11558.51,10970.02,9387.8,2.37
2020-04-29,108.43,110.2,105.66,105.0,12722.0,-3.32,-3.05,105.214,100.394,93.455,11953.38,11643.92,9433.64,1.57
2020-04-30,105.13,115.15,113.48,104.5,10428.5,7.82,7.4,107.124,102.939,95.071,12032.48,11679.94,9557.28,1.29
2020-05-06,110.1,113.3,112.21,106.44,11739.1,-1.27,-1.12,109.046,105.427,96.638,12236.5,12007.45,9745.86,1.45
2020-05-07,111.14,114.6,114.5,107.31,7385.9,2.29,2.04,110.966,107.271,98.413,12291.08,11176.81,9628.03,0.91
2020-05-08,113.61,115.8,112.41,111.5,4749.8,-2.09,-1.82,111.652,108.312,99.799,9405.06,10481.78,9473.59,0.59
2020-05-11,113.41,121.0,120.65,111.14,8619.1,8.24,7.33,114.65,109.932,101.587,8584.48,10268.93,9592.15,1.07
2020-05-12,125.0,126.0,125.99,118.26,12810.75,5.34,4.43,117.152,112.138,103.411,9060.93,10546.71,9856.96,1.59
2020-05-13,128.45,128.99,125.5,124.14,6641.03,-0.49,-0.39,119.81,114.428,105.207,8041.32,10138.91,9925.72,0.82
2020-05-14,126.33,127.5,123.99,123.2,5638.0,-1.51,-1.2,121.708,116.337,106.857,7691.74,9991.41,9746.94,0.7
2020-05-15,126.39,127.9,125.6,123.75,5080.25,1.61,1.3,124.346,117.999,108.511,7757.83,8581.44,9775.73,0.63
2020-05-18,128.26,132.56,128.37,125.65,5740.22,2.77,2.21,125.89,120.27,110.332,7182.05,7883.27,9763.59,0.71
2020-05-19,131.5,137.37,136.51,128.92,6333.44,8.14,6.34,127.994,122.573,112.756,5886.59,7473.76,9576.85,0.78
2020-05-20,133.51,141.9,135.6,132.29,7410.5,-0.91,-0.67,130.014,124.912,115.17,6040.48,7040.9,9524.18,0.92
2020-05-21,135.0,136.51,136.31,128.5,5123.49,0.71,0.52,132.478,127.093,117.182,5937.58,6814.66,8995.73,0.63
2020-05-22,135.45,138.45,136.0,131.13,8933.26,-0.31,-0.23,134.558,129.452,118.882,6708.18,7233.0,8857.39,1.11
2020-05-25,134.0,138.38,136.29,129.0,6901.75,0.29,0.21,136.142,131.016,120.474,6940.49,7061.27,8665.1,0.85
2020-05-26,137.85,148.91,147.5,136.13,9598.0,11.21,8.22,138.34,133.167,122.653,7593.4,6739.99,8643.35,1.19
2020-05-27,149.48,152.95,147.17,144.1,10069.18,-0.33,-0.22,140.654,135.334,124.881,8125.14,7082.81,8610.86,1.25
2020-05-28,147.09,154.5,151.99,144.2,9984.81,4.82,3.27,143.79,138.134,127.236,9097.4,7517.49,8754.45,1.24
2020-05-29,149.34,155.0,151.91,149.34,7269.25,-0.08,-0.05,146.972,140.765,129.382,8764.6,7736.39,8158.92,0.9
2020-06-01,154.31,167.1,166.5,151.15,9833.43,14.59,9.6,153.014,144.578,132.424,9350.93,8145.71,8014.49,1.22
2020-06-02,165.0,166.67,149.85,149.85,21898.36,-16.65,-10.0,153.484,145.912,134.243,11811.01,9702.2,8587.98,2.71
2020-06-03,149.0,154.0,145.69,139.9,27995.53,-4.16,-2.78,153.188,146.921,135.917,15396.28,11760.71,9400.8,3.46
2020-06-04,109.09,111.75,107.0,106.16,16394.18,-4.3,-3.86,144.19,143.99,135.542,16678.15,12887.78,9851.22,1.56
2020-06-05,105.67,106.93,106.7,102.5,22959.84,-0.3,-0.28,135.148,141.06,135.256,19816.27,14290.43,10761.72,2.19
2020-06-08,106.4,106.69,101.8,99.39,25727.4,-4.9,-4.59,122.208,137.611,134.314,22995.06,16173.0,11617.13,2.45
2020-06-09,102.0,111.98,111.98,101.0,25976.41,10.18,10.0,114.634,134.059,133.613,23810.67,17810.84,12275.42,2.47
2020-06-10,111.98,111.98,109.88,108.33,12271.6,-2.1,-1.88,107.472,130.33,132.832,20665.89,18031.08,12556.95,1.17
2020-06-11,110.1,111.83,105.8,102.83,17879.4,-4.08,-3.71,107.232,125.711,131.923,20962.93,18820.54,13169.02,1.7
2020-06-12,103.7,105.22,104.43,101.5,12268.27,-1.37,-1.29,106.778,120.963,130.864,18824.62,19320.44,13528.42,1.17
2020-06-15,104.84,108.0,105.0,103.94,10175.3,0.57,0.55,107.418,114.813,129.696,15714.2,19354.63,13750.17,0.97
