date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-06-16,106.34,115.0,113.37,104.51,15182.52,8.37,7.97,107.696,111.165,128.539,13555.42,18683.05,14192.62,1.45
2020-06-17,114.0,115.2,113.99,108.66,12267.49,0.62,0.55,108.518,107.995,127.458,13554.6,17110.24,14435.47,1.17
2020-06-18,114.83,116.5,113.99,111.11,8539.29,0.0,0.0,110.156,108.694,126.342,11686.57,16324.75,14606.26,0.81
2020-06-19,115.24,117.8,114.2,113.52,9434.9,0.21,0.18,112.11,109.444,125.252,11119.9,14972.26,14631.35,0.9
2020-06-22,114.2,115.9,106.49,104.9,26440.97,-7.71,-6.75,112.408,109.913,123.762,14373.03,15043.62,15608.31,2.52
2020-06-23,105.31,105.32,100.0,97.3,43003.66,-6.49,-6.09,109.734,108.715,121.387,19937.26,16746.34,17278.59,4.09
2020-06-24,99.5,99.79,98.33,97.2,21995.15,-1.67,-1.67,106.602,107.56,118.945,21882.79,17718.7,17874.89,2.09
2020-06-29,99.25,100.45,95.99,94.0,18856.98,-2.34,-2.38,103.002,106.579,116.145,23946.33,17816.45,18318.5,1.79
2020-06-30,97.5,98.71,97.4,96.02,19837.7,1.41,1.47,99.642,105.876,113.42,26026.89,18573.4,18946.92,1.89
2020-07-01,97.42,103.05,101.86,94.56,29990.27,4.46,4.58,98.716,105.562,110.188,26736.75,20554.89,19954.76,2.85
2020-07-02,100.95,102.8,101.86,99.12,20658.1,0.0,0.0,99.088,104.411,107.788,22267.64,21102.45,19892.75,1.97
2020-07-03,102.02,110.45,108.11,99.25,30679.77,6.25,6.14,101.044,103.823,105.909,24004.56,22943.68,20026.96,2.92
2020-07-06,106.93,107.0,105.97,103.3,24172.6,-2.14,-1.98,103.04,103.021,105.858,25067.69,24507.01,20415.88,2.3
2020-07-07,105.8,106.45,106.28,102.0,24395.12,0.31,0.29,104.816,102.229,105.837,25979.17,26003.03,20487.65,2.32
2020-07-08,105.58,106.55,105.72,104.02,14125.6,-0.56,-0.53,105.588,102.152,106.033,22806.24,24771.5,19907.56,1.34
2020-07-09,106.49,110.97,109.75,105.15,15308.13,4.03,3.81,107.166,103.127,105.921,21736.24,22001.94,19374.14,1.46
2020-07-10,110.09,118.03,115.15,108.68,18313.34,5.4,4.92,108.574,104.809,106.185,19262.96,21633.76,19676.23,1.74
2020-07-13,115.2,120.66,116.37,115.2,14022.89,1.22,1.06,110.654,106.847,106.713,17233.02,21150.35,19483.4,1.33
2020-07-14,116.37,117.99,116.58,111.26,13387.2,0.21,0.18,112.714,108.765,107.321,15031.43,20505.3,19539.35,1.27
2020-07-15,115.0,124.79,121.9,115.0,18050.19,5.32,4.56,115.95,110.769,108.166,15816.35,19311.29,19933.09,1.72
2020-07-16,121.9,121.9,109.71,109.71,18949.19,-12.19,-10.0,115.942,111.554,107.983,16544.56,19140.4,20121.43,1.8
2020-07-17,107.92,114.29,111.0,104.32,16956.0,1.29,1.18,115.112,111.843,107.833,16273.09,17768.03,20355.85,1.61
2020-07-20,113.0,114.69,110.75,108.24,13024.5,-0.25,-0.23,113.988,112.321,107.671,16073.42,16653.22,20580.11,1.24
2020-07-21,113.0,121.83,121.83,111.92,18278.34,11.08,10.01,115.038,113.876,108.053,17051.64,16041.54,21022.29,1.74
2020-07-22,122.51,127.6,125.0,121.03,16049.06,3.17,2.6,115.658,115.804,108.978,16651.42,16233.88,20502.69,1.53
2020-07-23,122.69,127.68,123.8,120.18,13888.2,-1.2,-0.96,118.476,117.209,110.168,15639.22,16091.89,19046.92,1.32
2020-07-24,127.38,128.79,116.33,115.66,19672.6,-7.47,-6.03,119.542,117.327,111.068,16182.54,16227.82,18930.79,1.87
2020-07-27,120.0,120.97,116.12,113.45,13930.28,-0.21,-0.18,120.616,117.302,112.075,16363.7,16218.56,18684.45,1.33
2020-07-28,118.5,118.5,115.0,112.01,19204.67,-1.12,-0.96,119.25,117.144,112.955,16548.96,16800.3,18652.8,1.83
2020-07-29,113.8,126.5,126.5,113.8,17121.91,11.5,10.0,119.55,117.604,114.187,16763.53,16707.48,18009.38,1.63
2020-07-30,129.0,139.1,136.59,127.02,23105.83,10.09,7.98,122.108,120.292,115.923,18607.06,17123.14,18131.77,2.2
2020-07-31,138.5,143.0,139.57,134.24,14412.9,2.98,2.18,126.756,123.149,117.496,17555.12,16868.83,17318.43,1.37
2020-08-03,139.6,141.49,134.37,132.95,18050.14,-5.2,-3.73,130.406,125.511,118.916,18379.09,17371.39,17012.3,1.72
2020-08-04,134.4,136.88,136.6,132.18,15994.36,2.23,1.66,134.726,126.988,120.432,17737.03,17143.0,16592.27,1.52
2020-08-05,133.21,138.0,137.2,132.51,10990.7,0.6,0.44,136.866,128.208,122.006,16510.79,16637.16,16435.52,1.05
2020-08-06,137.75,139.78,137.9,135.11,8162.06,0.7,0.51,137.128,129.618,123.414,13522.03,16064.55,16078.22,0.78
2020-08-07,137.05,142.99,139.52,135.2,11065.41,1.62,1.18,137.118,131.937,124.632,12852.53,15203.83,15715.82,1.05
2020-08-10,142.28,153.47,153.47,139.7,18451.86,13.95,10.0,140.938,135.672,126.487,12932.88,15655.98,15937.27,1.76
2020-08-11,151.24,152.0,142.73,138.12,30187.66,-10.74,-7.0,142.164,138.445,127.795,15771.54,16754.28,16777.29,2.87
2020-08-12,137.6,138.93,134.68,128.46,25321.68,-8.05,-5.64,141.66,139.263,128.434,18637.73,17574.26,17140.87,2.41
2020-08-13,135.1,143.88,140.07,133.32,13911.76,5.39,4.0,142.094,139.611,129.952,19787.67,16654.85,16889.0,1.32
2020-08-14,139.8,146.62,145.27,139.4,9575.21,5.2,3.71,143.244,140.181,131.665,19489.63,16171.08,16519.96,0.91
2020-08-17,145.0,147.74,147.0,142.09,13200.29,1.73,1.19,141.95,141.444,133.478,18439.32,15686.1,16528.75,1.26
2020-08-18,147.2,158.0,148.82,146.0,15646.51,1.82,1.24,143.168,142.666,134.827,15531.09,15651.31,16397.15,1.49
2020-08-19,148.72,151.67,142.78,141.41,11343.4,-6.04,-4.06,144.788,143.224,135.716,12735.43,15686.58,16161.87,1.08
2020-08-20,142.78,144.0,143.5,138.0,11366.4,0.72,0.5,145.474,143.784,136.701,12226.36,16007.02,16035.78,1.08
2020-08-21,143.5,144.78,143.98,139.88,7870.13,0.48,0.33,145.216,144.23,138.084,11885.35,15687.49,15445.66,0.75
2020-08-24,145.41,145.41,139.02,132.89,15885.71,-4.96,-3.44,143.62,142.785,139.229,12422.43,15430.88,15543.43,1.51
2020-08-25,138.6,140.5,136.42,135.96,9548.7,-2.6,-1.87,141.14,142.154,140.3,11202.87,13366.98,15060.63,0.91
2020-08-26,136.53,138.8,131.23,129.46,9247.1,-5.19,-3.8,138.83,141.809,140.536,10783.61,11759.52,14666.89,0.88
2020-08-27,130.86,135.01,132.68,129.53,10482.4,1.45,1.1,136.666,141.07,140.341,10606.81,11416.59,14035.72,1.0
2020-08-28,134.0,137.18,135.8,131.2,7840.84,3.12,2.35,135.03,140.123,140.152,10600.95,11243.15,13707.12,0.75
2020-08-31,138.0,138.28,132.85,131.58,8536.8,-2.95,-2.17,133.796,138.708,140.076,9131.17,10776.8,13231.45,0.81
2020-09-01,134.0,134.58,132.6,131.23,5410.11,-0.25,-0.19,133.032,137.086,139.876,8303.45,9753.16,12702.24,0.51
2020-09-02,132.43,133.84,131.4,131.12,6158.83,-1.2,-0.91,133.066,135.948,139.586,7685.8,9234.7,12460.64,0.59
2020-09-03,131.8,135.48,131.03,129.56,7456.3,-0.37,-0.28,132.736,134.701,139.243,7080.58,8843.69,12425.36,0.71
2020-09-04,126.91,136.45,136.0,126.1,11653.2,4.97,3.79,132.776,133.903,139.067,7843.05,9222.0,12454.74,1.11
2020-09-07,135.87,135.87,127.71,127.12,11258.33,-8.29,-6.1,131.748,132.772,137.779,8387.35,8759.26,12095.07,1.07
2020-09-08,128.8,129.96,128.04,124.0,8245.49,0.33,0.26,130.836,131.934,137.044,8954.43,8628.94,10997.96,0.78
2020-09-09,125.12,126.7,124.56,121.53,9168.31,-3.48,-2.72,129.468,131.267,136.538,9556.33,8621.06,10190.29,0.87
2020-09-10,129.99,129.99,119.16,119.06,9310.18,-5.4,-4.33,127.094,129.915,135.493,9927.1,8503.84,9960.21,0.89
2020-09-11,119.0,123.23,121.48,117.66,8897.92,2.32,1.95,124.19,128.483,134.303,9376.05,8609.55,9926.35,0.85
2020-09-14,124.18,124.88,123.4,120.3,6465.1,1.92,1.58,123.328,127.538,133.123,8417.4,8402.38,9589.59,0.62
2020-09-15,123.85,129.8,123.68,123.06,8394.39,0.28,0.23,122.456,126.646,131.866,8447.18,8700.81,9226.98,0.8
2020-09-16,123.5,131.6,129.0,122.69,11653.58,5.32,4.3,123.344,126.406,131.177,8944.23,9250.28,9242.49,1.11
2020-09-17,127.16,134.5,134.0,126.0,9927.56,5.0,3.88,126.312,126.703,130.702,9067.71,9497.41,9170.55,0.94
2020-09-18,132.01,138.49,135.3,132.01,11951.39,1.3,0.97,129.076,126.633,130.268,9678.4,9527.23,9374.61,1.14
2020-09-21,135.3,138.53,136.39,131.2,9319.7,1.09,0.81,131.674,127.501,130.137,10249.32,9333.36,9046.31,0.89
2020-09-22,136.48,141.22,134.32,134.3,8289.78,-2.07,-1.52,133.802,128.129,130.032,10228.4,9337.79,8983.37,0.79
2020-09-23,137.89,140.6,137.33,134.2,9915.73,3.01,2.24,135.468,129.406,130.337,9880.83,9412.53,9016.8,0.94
2020-09-24,139.8,139.8,134.06,132.26,7706.47,-3.27,-2.38,135.48,130.896,130.406,9436.61,9252.16,8878.0,0.73
2020-09-25,122.66,128.99,120.65,120.65,5954.35,-13.41,-10.0,132.55,130.813,129.648,8237.21,8957.81,8783.68,0.57
2020-09-28,113.0,114.62,110.08,108.59,27976.95,-10.57,-8.76,127.288,129.481,128.51,11968.66,11108.99,9755.68,2.66
2020-09-29,110.0,114.6,107.05,106.61,17537.0,-3.03,-2.75,121.834,127.818,127.232,13818.1,12023.25,10362.03,1.67
